Date,Description,Amount,PaymentMethod,Category
2023-05-14,Lunch,49.67,Card,Food & Dining
2021-06-17,Dinner,355.87,Card,Food & Dining
2022-06-12,Coffee,948.51,Cash,Food & Dining
2020-11-13,Parking,1658.94,UPI,Transportation
2019-03-07,Restaurant,1506.82,UPI,Food & Dining
2020-02-26,Tuition Fee,1845.07,Card,Education
2020-06-28,Pharmacy,47.72,Cash,Health & Medical
2024-07-10,Dinner,1073.82,Transfer,Food & Dining
2019-07-19,Tuition Fee,77.25,Transfer,Education
2020-09-17,Course Purchase,1343.2,UPI,Education
2019-02-20,Restaurant,1380.48,Transfer,Food & Dining
2020-04-02,Bus,1958.1,Card,Transportation
2024-09-28,Grocery,1513.11,Transfer,Food & Dining
2023-11-13,Lunch,1491.4,Transfer,Food & Dining
2024-12-13,Book Purchase,188.08,Card,Entertainment
2019-08-09,Dinner,1197.51,Card,Food & Dining
2020-03-20,Grocery,714.98,Transfer,Food & Dining
2020-03-29,Movie,940.05,Transfer,Entertainment
2024-08-14,Movie,1893.57,UPI,Entertainment
2022-12-23,Subscription,243.46,Card,Entertainment
2020-04-28,Movie,466.47,Cash,Entertainment
2019-01-15,Coffee,1001.2,Cash,Food & Dining
2019-03-10,Taxi,1747.74,Transfer,Transportation
2021-07-28,Coffee,1603.88,Transfer,Food & Dining
2019-07-26,Taxi,1379.1,Transfer,Transportation
2023-05-23,Online Shopping,694.78,UPI,Shopping
2023-07-01,Movie,196.08,Card,Entertainment
2022-07-26,Gym Membership,471.51,Cash,Shopping
2019-04-16,Coffee,1564.54,Cash,Food & Dining
2022-04-28,Electricity Bill,193.98,Card,Utilities
2019-05-18,Movie,852.61,Card,Entertainment
2020-04-14,Online Shopping,766.58,UPI,Shopping
2023-03-21,Gym Membership,1364.11,UPI,Entertainment
2024-01-19,Lunch,1823.85,Card,Food & Dining
2020-09-22,Subscription,7047.1,Card,Entertainment
2019-01-03,Flight Ticket,11728.91,UPI,Transportation
2021-07-03,Electricity Bill,260.7,Card,Utilities
2023-02-28,Gym Membership,1133.71,UPI,Health & Medical
2020-03-07,Parking,7730.47,Transfer,Transportation
2022-09-16,Internet Bill,45.55,Cash,Utilities
2024-12-03,Pharmacy,1797.19,UPI,Health & Medical
2021-06-04,Taxi,1836.12,Cash,Transportation
2024-05-28,Pharmacy,8601.55,Card,Health & Medical
2021-07-09,Tuition Fee,1011.01,Transfer,Education
2022-03-07,Book Purchase,1377.67,Cash,Entertainment
2023-04-07,Lunch,1652.09,UPI,Food & Dining
2022-06-26,Subscription,1722.5,Transfer,Entertainment
2024-11-21,Book Purchase,11867.05,UPI,Entertainment
2020-09-16,Book Purchase,5441.38,UPI,Entertainment
2019-01-01,Lunch,1550.27,UPI,Food & Dining
2023-01-26,Insurance,118.96,Card,Education
2020-09-03,Lunch,161.84,Card,Food & Dining
2024-06-08,Parking,560.22,Transfer,Transportation
2024-03-08,Flight Ticket,1283.49,UPI,Transportation
2023-06-27,Parking,813.27,Cash,Transportation
2023-05-24,Parking,326.77,Cash,Transportation
2023-09-15,Gym Membership,1831.96,Card,Education
2020-03-23,Gym Membership,60.58,Card,Other
2023-06-07,Insurance,1529.42,Cash,Health & Medical
2022-06-05,Flight Ticket,651.12,Card,Transportation
2019-06-17,Flight Ticket,899.13,UPI,Transportation
2019-06-08,Tuition Fee,573.01,Card,Education
2019-05-26,Lunch,9164.75,UPI,Food & Dining
2021-06-12,Lunch,1782.36,Cash,Food & Dining
2021-04-07,Pharmacy,1355.15,Cash,Health & Medical
2024-08-03,Fuel,669.3,Transfer,Transportation
2024-06-24,Book Purchase,716.11,Cash,Entertainment
2022-09-22,Parking,1800.98,UPI,Transportation
2023-10-19,Book Purchase,106.67,Transfer,Entertainment
2022-06-19,Online Shopping,1891.97,Cash,Shopping
2020-09-20,Taxi,2702.19,Cash,Transportation
2022-11-19,Movie,490.33,Cash,Entertainment
2021-08-11,Taxi,1993.95,Card,Transportation
2021-03-08,Gym Membership,333.3,Card,Utilities
2022-09-22,Hotel,1893.55,Cash,Shopping
2020-06-28,Book Purchase,1590.54,UPI,Entertainment
2022-06-08,Taxi,1962.46,Cash,Transportation
2022-10-30,Fuel,1646.21,Transfer,Transportation
2022-11-27,Gym Membership,682.14,Cash,Other
2022-08-26,Gym Membership,1948.77,UPI,Utilities
2024-12-25,Fuel,9094.55,Card,Transportation
2024-03-23,Bus,753.16,UPI,Transportation
2021-10-29,Grocery,1766.76,Cash,Food & Dining
2019-12-20,Dinner,1492.29,Transfer,Food & Dining
2021-05-18,Parking,1108.46,Card,Transportation
2020-12-20,Electricity Bill,751.05,Transfer,Utilities
2022-01-29,Bus,1255.03,Cash,Transportation
2021-12-20,Hotel,1627.88,Card,Shopping
2020-10-22,Grocery,562.7,Card,Food & Dining
2019-12-16,Dinner,1719.87,UPI,Food & Dining
2020-01-21,Book Purchase,1146.04,Cash,Entertainment
2020-07-20,Coffee,286.69,Cash,Food & Dining
2019-10-03,Book Purchase,487.32,UPI,Entertainment
2024-05-05,Electricity Bill,803.57,Card,Utilities
2020-07-06,Flight Ticket,1726.36,UPI,Transportation
2023-05-01,Hotel,1207.92,Card,Shopping
2019-10-20,Dinner,1274.24,Card,Food & Dining
2024-03-01,Lunch,720.91,Card,Food & Dining
2022-02-22,Course Purchase,370.68,UPI,Education
2023-02-05,Hotel,1016.62,UPI,Shopping
2019-05-06,Gym Membership,1417.85,Cash,Shopping
2020-11-12,Fuel,1866.16,Transfer,Transportation
2019-11-15,Grocery,954.38,UPI,Food & Dining
2024-05-02,Bus,688.77,UPI,Transportation
2022-01-13,Dinner,1143.73,Card,Food & Dining
2022-06-06,Flight Ticket,286.99,UPI,Transportation
2021-07-03,Course Purchase,620.6,Card,Education
2022-11-21,Parking,811.26,Transfer,Transportation
2020-02-14,Lunch,498.21,Card,Food & Dining
2021-01-28,Taxi,1129.21,UPI,Transportation
2024-01-13,Course Purchase,1680.12,Card,Education
2021-03-20,Parking,287.56,Cash,Transportation
2023-12-07,Internet Bill,213.04,Transfer,Utilities
2021-08-14,Subscription,1419.15,Card,Entertainment
2024-10-31,Lunch,1575.05,Cash,Food & Dining
2021-05-23,Pharmacy,474.34,Cash,Health & Medical
2021-06-20,Subscription,856.92,Cash,Entertainment
2019-10-30,Coffee,1741.89,Card,Food & Dining
2022-07-23,Pharmacy,1768.66,UPI,Health & Medical
2023-10-16,Book Purchase,440.79,Transfer,Entertainment
2020-09-21,Taxi,427.48,Transfer,Transportation
2019-12-26,Grocery,2307.01,Cash,Food & Dining
2024-04-03,Electricity Bill,1252.31,UPI,Utilities
2023-08-30,Parking,469.23,Transfer,Transportation
2023-06-18,Movie,1650.77,Transfer,Entertainment
2021-12-02,Movie,590.06,UPI,Entertainment
2019-11-18,Grocery,1158.02,Cash,Food & Dining
2023-06-24,Pharmacy,1400.05,Transfer,Health & Medical
2023-05-26,Hotel,1611.77,Cash,Shopping
2024-05-23,Course Purchase,21.08,Card,Education
2020-11-18,Parking,975.69,UPI,Transportation
2020-03-02,Subscription,185.89,Cash,Entertainment
2020-07-20,Hotel,1417.09,Transfer,Shopping
2023-10-18,Flight Ticket,672.41,Cash,Transportation
2021-05-25,Dinner,1879.38,Cash,Food & Dining
2024-08-04,Electricity Bill,143.35,Card,Utilities
2021-02-26,Online Shopping,493.09,Transfer,Shopping
2022-09-27,Restaurant,1592.8,Cash,Food & Dining
2019-05-09,Pharmacy,1639.26,Transfer,Health & Medical
2021-07-26,Subscription,12596.8,Transfer,Entertainment
2024-08-28,Parking,1428.06,Transfer,Transportation
2021-02-01,Subscription,673.38,Transfer,Entertainment
2021-02-10,Tuition Fee,1253.37,UPI,Education
2020-06-08,Pharmacy,1979.83,Cash,Health & Medical
2024-05-31,Flight Ticket,10194.78,Transfer,Transportation
2023-07-07,Coffee,482.05,Transfer,Food & Dining
2023-03-25,Fuel,1467.68,Card,Transportation
2019-06-29,Flight Ticket,814.57,Transfer,Transportation
2024-11-05,Hotel,1748.98,Card,Shopping
2022-08-09,Movie,1346.25,Card,Entertainment
2022-12-03,Online Shopping,523.99,UPI,Shopping
2023-03-13,Pharmacy,236.18,Card,Health & Medical
2022-08-25,Subscription,778.94,Card,Entertainment
2024-06-14,Insurance,745.25,Cash,Entertainment
2019-10-02,Taxi,6719.85,Transfer,Transportation
2020-05-03,Book Purchase,686.22,UPI,Entertainment
2021-10-26,Electricity Bill,613.1,Card,Utilities
2020-09-24,Taxi,1647.59,UPI,Transportation
2022-06-27,Flight Ticket,734.19,Transfer,Transportation
2019-09-13,Hotel,347.8,Transfer,Shopping
2023-10-25,Parking,224.66,UPI,Transportation
2023-07-07,Parking,331.34,Transfer,Transportation
2019-02-20,Parking,5009.76,Card,Transportation
2023-07-09,Lunch,34.33,Card,Food & Dining
2024-07-21,Fuel,3072.64,Card,Transportation
2021-06-17,Gym Membership,8042.21,UPI,Transportation
2023-01-08,Subscription,1438.45,UPI,Entertainment
2023-07-04,Course Purchase,649.08,Cash,Education
2021-09-11,Online Shopping,190.7,Cash,Shopping
2020-05-17,Flight Ticket,1360.28,UPI,Transportation
2022-10-03,Course Purchase,328.55,Transfer,Education
2024-02-20,Fuel,698.41,Transfer,Transportation
2019-11-11,Parking,1719.03,Transfer,Transportation
2022-12-27,Coffee,902.75,Cash,Food & Dining
2021-10-03,Movie,973.51,UPI,Entertainment
2024-09-14,Grocery,1813.7,UPI,Food & Dining
2019-07-15,Course Purchase,1695.45,UPI,Education
2024-02-28,Insurance,1390.3,Transfer,Health & Medical
2024-04-07,Taxi,1705.57,Card,Transportation
2019-07-17,Bus,454.27,UPI,Transportation
2024-08-05,Insurance,7875.15,Cash,Utilities
2024-07-25,Online Shopping,761.05,Transfer,Shopping
2021-01-23,Online Shopping,1472.94,Card,Shopping
2019-05-07,Electricity Bill,1843.46,Cash,Utilities
2022-01-24,Subscription,133.27,Transfer,Entertainment
2022-07-29,Coffee,250.17,Transfer,Food & Dining
2023-11-30,Flight Ticket,1483.92,Card,Transportation
2022-01-29,Gym Membership,9996.8,Transfer,Entertainment
2024-05-02,Flight Ticket,799.06,Transfer,Transportation
2019-03-21,Parking,329.7,Card,Transportation
2023-10-11,Electricity Bill,1705.39,Cash,Utilities
2019-03-23,Taxi,8192.7,Card,Transportation
2023-05-13,Pharmacy,330.12,Transfer,Health & Medical
2020-07-10,Online Shopping,113.18,Card,Shopping
2019-04-04,Flight Ticket,1239.1,Card,Transportation
2022-03-30,Parking,1109.72,Card,Transportation
2024-06-12,Coffee,1585.84,UPI,Food & Dining
2021-04-07,Course Purchase,2703.55,Transfer,Education
2020-06-06,Taxi,1261.99,Transfer,Transportation
2022-02-10,Hotel,660.1,UPI,Shopping
2023-10-10,Course Purchase,916.74,Card,Education
2024-12-18,Coffee,1709.36,Card,Food & Dining
2023-09-29,Flight Ticket,1581.03,Card,Transportation
2021-02-19,Fuel,841.92,Cash,Transportation
2020-01-22,Electricity Bill,1062.1,UPI,Utilities
2020-07-24,Course Purchase,1785.11,Transfer,Education
2023-03-26,Movie,1090.24,Cash,Entertainment
2022-10-08,Internet Bill,1511.8,Card,Utilities
2023-10-04,Course Purchase,1482.09,UPI,Education
2023-12-07,Gym Membership,1031.23,Transfer,Shopping
2019-04-25,Course Purchase,75.07,UPI,Education
2024-05-07,Bus,1812.45,Card,Transportation
2024-09-18,Gym Membership,12363.31,UPI,Shopping
2023-10-28,Parking,1583.67,Card,Transportation
2022-05-20,Pharmacy,1482.06,Card,Health & Medical
2020-09-21,Bus,101.98,Cash,Transportation
2019-03-19,Grocery,128.34,Cash,Food & Dining
2019-10-12,Fuel,851.67,Card,Transportation
2022-07-26,Course Purchase,860.14,Card,Education
2021-12-19,Subscription,13515.4,Transfer,Entertainment
2024-03-25,Flight Ticket,572.78,Transfer,Transportation
2023-09-30,Pharmacy,873.88,Card,Health & Medical
2022-01-09,Course Purchase,1645.07,UPI,Education
2021-01-26,Coffee,1225.07,UPI,Food & Dining
2023-07-18,Electricity Bill,515.03,UPI,Utilities
2022-04-09,Lunch,1436.06,Card,Food & Dining
2019-10-06,Fuel,1947.75,Card,Transportation
2023-11-09,Book Purchase,695.93,Transfer,Entertainment
2021-02-16,Parking,1139.47,Card,Transportation
2019-01-05,Electricity Bill,644.05,Transfer,Utilities
2021-01-07,Bus,2520.66,Card,Transportation
2023-02-08,Course Purchase,780.14,Cash,Education
2019-12-07,Bus,1220.56,Cash,Transportation
2020-09-15,Electricity Bill,1631.69,Card,Utilities
2019-11-29,Insurance,448.88,Cash,Transportation
2024-08-05,Book Purchase,1081.02,Transfer,Entertainment
2022-08-18,Insurance,1613.59,Cash,Other
2020-10-08,Online Shopping,1703.01,Cash,Shopping
2019-06-09,Fuel,467.63,Cash,Transportation
2023-10-23,Internet Bill,632.71,Card,Utilities
2022-08-25,Gym Membership,326.17,UPI,Utilities
2019-09-14,Internet Bill,1338.63,Transfer,Utilities
2024-10-27,Online Shopping,1951.93,UPI,Shopping
2020-03-27,Fuel,1084.01,Cash,Transportation
2019-12-17,Online Shopping,1022.79,UPI,Shopping
2024-01-21,Internet Bill,163.03,Transfer,Utilities
2019-04-23,Bus,1955.68,UPI,Transportation
2023-04-24,Grocery,1448.08,Cash,Food & Dining
2024-03-08,Flight Ticket,1470.08,Transfer,Transportation
2023-04-12,Dinner,1977.26,UPI,Food & Dining
2022-12-29,Insurance,1503.87,Transfer,Health & Medical
2024-03-02,Dinner,868.95,Card,Food & Dining
2019-08-20,Subscription,142.37,Card,Entertainment
2022-12-19,Online Shopping,307.13,Transfer,Shopping
2022-08-16,Tuition Fee,1634.84,UPI,Education
2023-07-11,Online Shopping,158.42,Transfer,Shopping
2022-08-15,Tuition Fee,80.09,Card,Education
2019-04-17,Dinner,1061.39,Cash,Food & Dining
2023-02-04,Subscription,2004.95,Cash,Entertainment
2023-03-26,Pharmacy,341.69,Transfer,Health & Medical
2021-06-29,Insurance,556.2,Cash,Health & Medical
2023-12-10,Gym Membership,1164.65,Transfer,Utilities
2019-11-21,Parking,920.22,UPI,Transportation
2020-07-07,Subscription,226.48,UPI,Entertainment
2022-04-12,Grocery,262.71,Cash,Food & Dining
2021-02-05,Movie,812.68,UPI,Entertainment
2020-05-03,Bus,333.7,UPI,Transportation
2019-06-29,Dinner,1435.51,Transfer,Food & Dining
2021-11-27,Parking,959.97,Card,Transportation
2022-10-08,Taxi,571.69,Card,Transportation
2022-12-23,Flight Ticket,650.14,Card,Transportation
2020-07-04,Hotel,1508.38,Card,Shopping
2023-02-02,Pharmacy,383.12,Transfer,Health & Medical
2023-04-05,Insurance,629.33,Transfer,Transportation
2021-08-25,Fuel,1949.96,Cash,Transportation
2023-11-07,Flight Ticket,283.82,UPI,Transportation
2022-08-28,Bus,951.05,Cash,Transportation
2024-03-31,Subscription,13472.87,UPI,Entertainment
2021-03-31,Coffee,888.73,Transfer,Food & Dining
2021-07-17,Restaurant,185.14,Card,Food & Dining
2022-07-14,Pharmacy,879.26,Card,Health & Medical
2023-03-23,Insurance,804.64,Card,Utilities
2021-07-10,Flight Ticket,1741.34,Card,Transportation
2020-11-07,Parking,73.39,Cash,Transportation
2020-08-30,Restaurant,415.51,Card,Food & Dining
2019-01-17,Online Shopping,1056.96,UPI,Shopping
2019-01-31,Electricity Bill,596.29,Cash,Utilities
2021-06-26,Subscription,1717.52,Transfer,Entertainment
2020-05-02,Course Purchase,1669.17,Card,Education
2023-07-16,Movie,1627.1,Card,Entertainment
2023-05-31,Course Purchase,1755.63,Card,Education
2019-03-06,Subscription,1603.27,UPI,Entertainment
2023-01-08,Flight Ticket,1459.51,Cash,Transportation
2019-08-12,Bus,1816.61,Cash,Transportation
2022-10-06,Tuition Fee,1418.04,Cash,Education
2020-01-18,Gym Membership,1612.24,Cash,Utilities
2019-08-09,Pharmacy,1714.38,Card,Health & Medical
2021-09-15,Insurance,47.08,UPI,Other
2023-10-05,Fuel,444.27,UPI,Transportation
2020-06-25,Book Purchase,1853.75,UPI,Entertainment
2023-04-02,Bus,1824.01,Transfer,Transportation
2020-04-29,Coffee,1460.5,Card,Food & Dining
2020-10-09,Insurance,1643.63,Cash,Health & Medical
2022-05-03,Pharmacy,1491.11,Transfer,Health & Medical
2024-03-28,Hotel,1258.77,Cash,Shopping
2019-01-24,Grocery,13755.14,UPI,Food & Dining
2021-01-28,Tuition Fee,125.18,Transfer,Education
2024-05-04,Movie,1241.77,UPI,Entertainment
2023-05-05,Parking,1421.11,Card,Transportation
2022-07-31,Lunch,358.88,Cash,Food & Dining
2024-12-12,Movie,480.83,Cash,Entertainment
2019-05-03,Restaurant,1325.05,Card,Food & Dining
2020-07-08,Bus,588.37,Card,Transportation
2020-06-23,Taxi,323.54,Cash,Transportation
2019-06-15,Course Purchase,729.71,Transfer,Education
2024-12-26,Subscription,228.7,Transfer,Entertainment
2019-10-16,Course Purchase,37.59,UPI,Education
2021-11-14,Internet Bill,6930.51,UPI,Utilities
2019-05-02,Movie,956.05,Transfer,Entertainment
2022-08-05,Parking,1039.58,UPI,Transportation
2023-10-21,Insurance,1452.88,Card,Food & Dining
2023-10-16,Book Purchase,1014.8,Transfer,Entertainment
2021-03-11,Insurance,1339.78,Card,Utilities
2023-11-16,Book Purchase,281.47,Card,Entertainment
2024-10-04,Hotel,1995.3,Cash,Shopping
2021-08-25,Course Purchase,1360.55,UPI,Education
2020-09-11,Bus,739.06,UPI,Transportation
2023-09-04,Taxi,570.97,UPI,Transportation
2023-04-17,Lunch,1752.35,Transfer,Food & Dining
2023-01-11,Coffee,1631.02,UPI,Food & Dining
2020-07-15,Taxi,1310.96,UPI,Transportation
2024-09-02,Bus,1121.53,UPI,Transportation
2024-03-20,Book Purchase,1151.02,Transfer,Entertainment
2021-01-19,Internet Bill,34.83,Card,Utilities
2019-05-13,Internet Bill,833.92,UPI,Utilities
2020-12-24,Movie,1790.9,Card,Entertainment
2023-03-29,Bus,441.23,Cash,Transportation
2024-11-18,Insurance,556.08,Card,Utilities
2019-02-20,Electricity Bill,290.04,Card,Utilities
2021-02-26,Bus,799.22,Transfer,Transportation
2021-05-22,Book Purchase,1346.63,Cash,Entertainment
2019-11-16,Internet Bill,622.39,Card,Utilities
2024-12-11,Subscription,1886.83,Transfer,Entertainment
2023-08-28,Taxi,1096.92,Transfer,Transportation
2024-11-27,Hotel,56.35,UPI,Shopping
2019-09-19,Pharmacy,1124.68,Transfer,Health & Medical
2023-09-22,Flight Ticket,1212.91,Transfer,Transportation
2021-10-03,Taxi,261.91,Transfer,Transportation
2021-06-13,Online Shopping,1383.55,Cash,Shopping
2020-07-07,Online Shopping,1622.0,Cash,Shopping
2021-08-16,Dinner,1653.53,Cash,Food & Dining
2023-02-23,Dinner,1791.9,UPI,Food & Dining
2021-01-02,Restaurant,279.31,Cash,Food & Dining
2020-03-20,Tuition Fee,1560.87,Transfer,Education
2022-09-13,Electricity Bill,845.83,Cash,Utilities
2024-07-21,Internet Bill,135.64,Card,Utilities
2024-02-05,Tuition Fee,256.26,Cash,Education
2024-05-18,Parking,5479.93,Card,Transportation
2023-10-30,Movie,1488.81,Cash,Entertainment
2019-03-08,Course Purchase,14436.7,Transfer,Education
2019-06-13,Book Purchase,1767.81,Transfer,Entertainment
2019-10-26,Lunch,34.84,Transfer,Food & Dining
2023-10-06,Tuition Fee,446.93,UPI,Education
2023-04-10,Course Purchase,1329.67,Card,Education
2020-07-04,Coffee,851.36,Cash,Food & Dining
2023-05-30,Insurance,1340.07,UPI,Utilities
2024-09-30,Grocery,962.9,UPI,Food & Dining
2022-10-08,Taxi,1429.98,Transfer,Transportation
2023-06-16,Book Purchase,1259.36,Transfer,Entertainment
2022-05-06,Flight Ticket,855.64,Card,Transportation
2022-10-10,Dinner,316.85,Transfer,Food & Dining
2021-02-01,Tuition Fee,1017.05,Transfer,Education
2022-07-21,Insurance,265.21,Transfer,Health & Medical
2023-01-14,Book Purchase,286.8,UPI,Entertainment
2022-01-18,Coffee,2611.13,Cash,Food & Dining
2023-07-29,Gym Membership,1555.75,Card,Health & Medical
2022-10-05,Parking,454.58,Cash,Transportation
2020-02-19,Movie,807.09,Cash,Entertainment
2023-06-02,Course Purchase,192.99,Card,Education
2019-07-13,Dinner,126.65,Cash,Food & Dining
2024-03-22,Pharmacy,364.41,Cash,Health & Medical
2020-05-07,Bus,1317.14,UPI,Transportation
2022-07-11,Pharmacy,1781.14,Transfer,Health & Medical
2019-02-23,Gym Membership,337.98,Cash,Shopping
2022-01-12,Internet Bill,962.53,UPI,Utilities
2022-07-19,Online Shopping,890.87,UPI,Shopping
2024-06-23,Coffee,334.58,UPI,Food & Dining
2021-09-26,Insurance,671.38,UPI,Shopping
2021-02-23,Flight Ticket,899.55,Transfer,Transportation
2024-07-16,Tuition Fee,382.96,Card,Education
2021-01-30,Restaurant,1092.64,Transfer,Food & Dining
2021-03-10,Bus,1234.06,Card,Transportation
2022-09-04,Flight Ticket,1243.16,Transfer,Transportation
2020-01-14,Tuition Fee,863.89,Card,Education
2021-03-17,Taxi,712.05,Card,Transportation
2019-01-23,Coffee,589.61,Card,Food & Dining
2021-12-23,Bus,1272.37,Card,Transportation
2021-07-07,Dinner,1021.38,Transfer,Food & Dining
2019-07-08,Electricity Bill,1545.87,Transfer,Utilities
2021-05-21,Restaurant,962.9,Card,Food & Dining
2021-10-08,Internet Bill,644.37,Cash,Utilities
2022-05-07,Tuition Fee,1703.18,UPI,Education
2024-09-05,Restaurant,93.96,UPI,Food & Dining
2023-03-09,Dinner,1522.29,Transfer,Food & Dining
2022-02-21,Parking,149.65,Cash,Transportation
2019-11-16,Grocery,745.27,Cash,Food & Dining
2019-08-02,Bus,11589.89,Cash,Transportation
2023-12-22,Taxi,917.8,Transfer,Transportation
2024-07-18,Tuition Fee,507.1,Card,Education
2019-01-12,Insurance,1512.66,Transfer,Shopping
2024-11-09,Electricity Bill,1529.55,UPI,Utilities
2022-12-24,Movie,1301.82,UPI,Entertainment
2020-03-26,Restaurant,462.31,Transfer,Food & Dining
2024-06-04,Coffee,403.63,Cash,Food & Dining
2021-02-09,Dinner,602.56,Card,Food & Dining
2021-10-13,Taxi,1870.6,Cash,Transportation
2021-07-04,Parking,1043.55,Transfer,Transportation
2023-06-17,Flight Ticket,403.12,UPI,Transportation
2020-07-18,Flight Ticket,31.62,Cash,Transportation
2024-10-25,Flight Ticket,1707.2,Transfer,Transportation
2021-06-25,Dinner,518.53,Transfer,Food & Dining
2019-09-23,Coffee,1992.42,UPI,Food & Dining
2024-12-04,Dinner,3605.36,Cash,Food & Dining
2020-06-24,Parking,1424.94,UPI,Transportation
2023-01-06,Hotel,1878.54,Transfer,Shopping
2020-01-25,Tuition Fee,7807.91,Cash,Education
2023-12-06,Parking,315.77,Cash,Transportation
2021-12-26,Tuition Fee,988.38,UPI,Education
2023-10-11,Electricity Bill,1423.26,Cash,Utilities
2022-02-14,Flight Ticket,1954.6,Transfer,Transportation
2023-04-21,Tuition Fee,148.9,Card,Education
2023-04-02,Lunch,358.27,Transfer,Food & Dining
2024-08-10,Dinner,294.53,UPI,Food & Dining
2023-03-12,Subscription,1990.57,UPI,Entertainment
2022-09-04,Electricity Bill,1839.74,UPI,Utilities
2022-03-29,Grocery,1126.79,Card,Food & Dining
2021-05-20,Gym Membership,448.9,Cash,Education
2020-02-19,Bus,1598.58,Card,Transportation
2020-02-16,Internet Bill,1842.05,Card,Utilities
2020-09-13,Movie,903.99,Transfer,Entertainment
2024-02-22,Insurance,151.09,Card,Other
2019-10-23,Hotel,2256.54,Card,Shopping
2023-03-16,Flight Ticket,1376.85,Cash,Transportation
2023-02-16,Movie,1067.05,Card,Entertainment
2019-06-06,Hotel,91.9,Transfer,Shopping
2020-11-07,Book Purchase,1481.02,UPI,Entertainment
2023-12-03,Subscription,1143.72,Card,Entertainment
2023-12-16,Dinner,1454.5,Transfer,Food & Dining
2019-12-18,Flight Ticket,1406.28,Cash,Transportation
2022-03-25,Subscription,1350.86,UPI,Entertainment
2019-08-18,Lunch,1021.35,Transfer,Food & Dining
2021-10-31,Bus,1141.34,Transfer,Transportation
2019-01-17,Subscription,515.35,Transfer,Entertainment
2024-12-31,Pharmacy,365.79,Card,Health & Medical
2022-12-20,Bus,132.01,Cash,Transportation
2023-03-21,Course Purchase,429.49,UPI,Education
2019-12-07,Movie,1021.16,UPI,Entertainment
2019-02-14,Internet Bill,582.54,Cash,Utilities
2022-11-27,Bus,1153.56,Cash,Transportation
2021-12-12,Movie,976.1,Cash,Entertainment
2019-12-23,Fuel,947.24,Card,Transportation
2022-02-12,Flight Ticket,1839.22,UPI,Transportation
2024-02-05,Electricity Bill,1605.15,Card,Utilities
2020-07-24,Pharmacy,1112.21,UPI,Health & Medical
2020-04-22,Insurance,13196.28,UPI,Utilities
2020-02-27,Flight Ticket,968.89,Cash,Transportation
2022-08-22,Lunch,1384.52,Card,Food & Dining
2019-11-24,Restaurant,1128.32,UPI,Food & Dining
2020-10-03,Subscription,186.18,Card,Entertainment
2021-01-11,Book Purchase,128.86,UPI,Entertainment
2023-02-21,Dinner,1412.95,Transfer,Food & Dining
2019-03-09,Insurance,1415.04,UPI,Food & Dining
2023-08-09,Parking,1313.95,UPI,Transportation
2024-11-30,Parking,56.72,Cash,Transportation
2023-09-19,Pharmacy,1783.9,Transfer,Health & Medical
2024-09-23,Flight Ticket,1551.4,Card,Transportation
2024-09-15,Hotel,599.13,Card,Shopping
2020-01-01,Dinner,1721.38,Cash,Food & Dining
2019-03-02,Course Purchase,1181.21,Card,Education
2024-10-18,Insurance,1644.23,Transfer,Other
2019-01-19,Hotel,1564.09,UPI,Shopping
2023-07-27,Flight Ticket,3009.5,Transfer,Transportation
2019-11-27,Internet Bill,533.22,Transfer,Utilities
2019-09-12,Tuition Fee,1347.91,Transfer,Education
2020-10-21,Bus,316.59,UPI,Transportation
2020-03-16,Fuel,605.05,Card,Transportation
2019-12-19,Grocery,525.7,Transfer,Food & Dining
2021-11-19,Flight Ticket,1621.64,UPI,Transportation
2020-04-10,Internet Bill,936.08,UPI,Utilities
2019-09-05,Lunch,203.05,Transfer,Food & Dining
2024-03-23,Electricity Bill,1661.4,Cash,Utilities
2024-08-17,Subscription,962.74,UPI,Entertainment
2023-10-24,Lunch,12786.66,Card,Food & Dining
2022-12-06,Gym Membership,1525.68,UPI,Entertainment
2023-02-08,Dinner,1186.98,Card,Food & Dining
2024-10-27,Gym Membership,1859.65,Transfer,Utilities
2024-03-27,Course Purchase,1318.49,UPI,Education
2022-10-05,Electricity Bill,172.69,Transfer,Utilities
2023-05-19,Online Shopping,1762.22,Card,Shopping
2023-11-16,Subscription,660.07,Card,Entertainment
2021-12-07,Online Shopping,1203.89,Cash,Shopping
2023-01-23,Taxi,337.12,Cash,Transportation
2019-09-22,Electricity Bill,1225.73,Card,Utilities
2024-04-20,Internet Bill,343.91,Cash,Utilities
2022-05-03,Hotel,548.78,Transfer,Shopping
2020-11-20,Movie,1101.84,Cash,Entertainment
2023-01-23,Book Purchase,217.91,Cash,Entertainment
2021-12-21,Parking,905.39,UPI,Transportation
2024-06-20,Dinner,729.44,Cash,Food & Dining
2024-08-30,Book Purchase,1248.27,Cash,Entertainment
2024-10-21,Electricity Bill,14876.65,Cash,Utilities
2020-08-05,Internet Bill,833.26,Transfer,Utilities
2019-12-31,Internet Bill,867.95,UPI,Utilities
2022-06-16,Fuel,1045.49,Cash,Transportation
2020-11-29,Subscription,550.46,UPI,Entertainment
2019-02-17,Flight Ticket,1220.19,Transfer,Transportation
2021-06-25,Fuel,1815.75,UPI,Transportation
2020-05-17,Book Purchase,1995.69,Cash,Entertainment
2019-03-19,Flight Ticket,444.72,Cash,Transportation
2021-05-31,Subscription,777.1,UPI,Entertainment
